incorrect_sentence,correct_sentence
අපි බත් කමින් ගෙදර වේගයෙන් ගියෙමි,අපි බත් කමින් ගෙදර වේගයෙන් යවමු
අපි බත් කමින් ගෙදර වේගයෙන් ගියෙහි,අපි බත් කමින් ගෙදර වේගයෙන් ගියෙමු
අපි බත් කමින් ගෙදර වේගයෙන් ගියෙහු,අපි බත් කමින් ගෙදර වේගයෙන් ගියෙමු
අපි බත් කමින් ගෙදර වේගයෙන් ගියාය,අපි බත් කමින් ගෙදර වේගයෙන් ගියෙමු
අපි බත් කමින් ගෙදර වේගයෙන් ගියේය,අපි බත් කමින් ගෙදර වේගයෙන් ගියෙමු
අපි බත් කමින් ගෙදර වේගයෙන් ගියෝය,අපි බත් කමින් ගෙදර වේගයෙන් ගියෙමු
අපි බත් කමින් ගෙදර වේගයෙන් යැවේ,අපි බත් කමින් ගෙදර වේගයෙන් ගියෙමු
අපි බත් කමින් ගෙදර වේගයෙන් යැවෙමි,අපි බත් කමින් ගෙදර වේගයෙන් ගියෙමු
අපි බත් කමින් ගෙදර වේගයෙන් යැවෙහි,අපි බත් කමින් ගෙදර වේගයෙන් යැවෙමු
අපි බත් කමින් ගෙදර වේගයෙන් යැවෙහු,අපි බත් කමින් ගෙදර වේගයෙන් යැවෙමු
අපි බත් කමින් ගෙදර වේගයෙන් යැවෙයි,අපි බත් කමින් ගෙදර වේගයෙන් යැවෙමු
අපි බත් කමින් ගෙදර වේගයෙන් යැවෙති,අපි බත් කමින් ගෙදර වේගයෙන් යැවෙමු
අපි බත් කමින් ගෙදර වේගයෙන් යැවවෙයි,අපි බත් කමින් ගෙදර වේගයෙන් යැවෙමු
අපි බත් කමින් ගෙදර වේගයෙන් යැවවෙති,අපි බත් කමින් ගෙදර වේගයෙන් යැවෙමු
අපි බත් කමින් ගෙදර වේගයෙන් යැවවේ,අපි බත් කමින් ගෙදර වේගයෙන් යැවෙමු
නුබ බත් කමින් ගෙදර වේගයෙන් යති,අපි බත් කමින් ගෙදර වේගයෙන් යැවෙමු
නුබ බත් කමින් ගෙදර වේගයෙන් යත්වා,අපි බත් කමින් ගෙදර වේගයෙන් යැවෙමු
නුබ බත් කමින් ගෙදර වේගයෙන් යනවාලා,නුබ බත් කමින් ගෙදර වේගයෙන් යනවා
නුබ බත් කමින් ගෙදර වේගයෙන් යන්නීය,නුබ බත් කමින් ගෙදර වේගයෙන් යන්න
නුබ බත් කමින් ගෙදර වේගයෙන් යන්නෙමි,නුබ බත් කමින් ගෙදර වේගයෙන් යන්න
නුබ බත් කමින් ගෙදර වේගයෙන් යන්නෙමිවා,නුබ බත් කමින් ගෙදර වේගයෙන් යන්න
නුබ බත් කමින් ගෙදර වේගයෙන් යන්නෙමු,නුබ බත් කමින් ගෙදර වේගයෙන් යන්න
නුබ බත් කමින් ගෙදර වේගයෙන් යන්නෙමුවා,නුබ බත් කමින් ගෙදර වේගයෙන් යන්න
නුබ බත් කමින් ගෙදර වේගයෙන් යන්නේය,නුබ බත් කමින් ගෙදර වේගයෙන් යන්නෙහිවා
නුබ බත් කමින් ගෙදර වේගයෙන් යන්නෝය,නුබ බත් කමින් ගෙදර වේගයෙන් යන්නෙහිවා
නුබ බත් කමින් ගෙදර වේගයෙන් යමි,නුබ බත් කමින් ගෙදර වේගයෙන් යන්නෙහිවා
නුබ බත් කමින් ගෙදර වේගයෙන් යමිවා,නුබ බත් කමින් ගෙදර වේගයෙන් යන්නෙහිවා
නුබ බත් කමින් ගෙදර වේගයෙන් යමු,නුබ බත් කමින් ගෙදර වේගයෙන් යන්නෙහිවා
නුබ බත් කමින් ගෙදර වේගයෙන් යමුවා,නුබ බත් කමින් ගෙදර වේගයෙන් යන්නෙහිවා
නුබ බත් කමින් ගෙදර වේගයෙන් යයි,නුබ බත් කමින් ගෙදර වේගයෙන් යන්නෙහිවා
නුබ බත් කමින් ගෙදර වේගයෙන් යවති,නුබ බත් කමින් ගෙදර වේගයෙන් යව
නුබ බත් කමින් ගෙදර වේගයෙන් යවන්නීය,නුබ බත් කමින් ගෙදර වේගයෙන් යව
නුබ බත් කමින් ගෙදර වේගයෙන් යවන්නෙමි,නුබ බත් කමින් ගෙදර වේගයෙන් යව
නුබ බත් කමින් ගෙදර වේගයෙන් යවන්නෙමු,නුබ බත් කමින් ගෙදර වේගයෙන් යව
නුබ බත් කමින් ගෙදර වේගයෙන් යවන්නෙහු,නුබ බත් කමින් ගෙදර වේගයෙන් යවන්නෙහි
නුබ බත් කමින් ගෙදර වේගයෙන් යවන්නේය,නුබ බත් කමින් ගෙදර වේගයෙන් යවන්නෙහි
නුබ බත් කමින් ගෙදර වේගයෙන් යවන්නෝය,නුබ බත් කමින් ගෙදර වේගයෙන් යවන්නෙහි
නුබ බත් කමින් ගෙදර වේගයෙන් යවමි,නුබ බත් කමින් ගෙදර වේගයෙන් යවන්නෙහි
නුබ බත් කමින් ගෙදර වේගයෙන් යවමු,නුබ බත් කමින් ගෙදර වේගයෙන් යවන්නෙහි
නුබ බත් කමින් ගෙදර වේගයෙන් යවයි,නුබ බත් කමින් ගෙදර වේගයෙන් යවන්නෙහි
නුබ බත් කමින් ගෙදර වේගයෙන් යවහු,නුබ බත් කමින් ගෙදර වේගයෙන් යවහි
නුබ බත් කමින් ගෙදර වේගයෙන් යවු,නුබ බත් කමින් ගෙදර වේගයෙන් යවහි
නුබ බත් කමින් ගෙදර වේගයෙන් යහු,නුබ බත් කමින් ගෙදර වේගයෙන් යහිවා
නුබ බත් කමින් ගෙදර වේගයෙන් යහුවා,නුබ බත් කමින් ගෙදර වේගයෙන් යහිවා
නුබ බත් කමින් ගෙදර වේගයෙන් යනලදී,නුබ බත් කමින් ගෙදර වේගයෙන් යහිවා
නුබ බත් කමින් ගෙදර වේගයෙන් ගියෙමි,නුබ බත් කමින් ගෙදර වේගයෙන් යහිවා
නුබ බත් කමින් ගෙදර වේගයෙන් ගියෙමු,නුබ බත් කමින් ගෙදර වේගයෙන් යහිවා
නුබ බත් කමින් ගෙදර වේගයෙන් ගියෙහු,නුබ බත් කමින් ගෙදර වේගයෙන් ගියෙහි
නුබ බත් කමින් ගෙදර වේගයෙන් ගියාය,නුබ බත් කමින් ගෙදර වේගයෙන් ගියෙහි
නුබ බත් කමින් ගෙදර වේගයෙන් ගියේය,නුබ බත් කමින් ගෙදර වේගයෙන් ගියෙහි
නුබ බත් කමින් ගෙදර වේගයෙන් ගියෝය,නුබ බත් කමින් ගෙදර වේගයෙන් ගියෙහි
නුබ බත් කමින් ගෙදර වේගයෙන් යැවේ,නුබ බත් කමින් ගෙදර වේගයෙන් ගියෙහි
නුබ බත් කමින් ගෙදර වේගයෙන් යැවෙමි,නුබ බත් කමින් ගෙදර වේගයෙන් ගියෙහි
නුබ බත් කමින් ගෙදර වේගයෙන් යැවෙමු,නුබ බත් කමින් ගෙදර වේගයෙන් ගියෙහි
නුබ බත් කමින් ගෙදර වේගයෙන් යැවෙහි,නුබ බත් කමින් ගෙදර වේගයෙන් ගියෙහි
නුබ බත් කමින් ගෙදර වේගයෙන් යැවෙහු,නුබ බත් කමින් ගෙදර වේගයෙන් ගියෙහි
නුබ බත් කමින් ගෙදර වේගයෙන් යැවෙයි,නුබ බත් කමින් ගෙදර වේගයෙන් ගියෙහි
නුබ බත් කමින් ගෙදර වේගයෙන් යැවෙති,නුබ බත් කමින් ගෙදර වේගයෙන් ගියෙහි
නුබ බත් කමින් ගෙදර වේගයෙන් යැවවෙයි,නුබ බත් කමින් ගෙදර වේගයෙන් ගියෙහි
නුබ බත් කමින් ගෙදර වේගයෙන් යැවවෙති,නුබ බත් කමින් ගෙදර වේගයෙන් ගියෙහි
නුබ බත් කමින් ගෙදර වේගයෙන් යැවවේ,නුබ බත් කමින් ගෙදර වේගයෙන් ගියෙහි
නුබලා බත් කමින් ගෙදර වේගයෙන් යති,නුබ බත් කමින් ගෙදර වේගයෙන් ගියෙහි
නුබලා බත් කමින් ගෙදර වේගයෙන් යත්වා,නුබ බත් කමින් ගෙදර වේගයෙන් ගියෙහි
නුබලා බත් කමින් ගෙදර වේගයෙන් යනවා,නුබ බත් කමින් ගෙදර වේගයෙන් ගියෙහි
නුබලා බත් කමින් ගෙදර වේගයෙන් යනු,නුබලා බත් කමින් ගෙදර වේගයෙන් යනවාලා
නුබලා බත් කමින් ගෙදර වේගයෙන් යන්න,නුබලා බත් කමින් ගෙදර වේගයෙන් යනවාලා
නුබලා බත් කමින් ගෙදර වේගයෙන් යන්නීය,නුබලා බත් කමින් ගෙදර වේගයෙන් යනවාලා
නුබලා බත් කමින් ගෙදර වේගයෙන් යන්නෙමි,නුබලා බත් කමින් ගෙදර වේගයෙන් යනවාලා
නුබලා බත් කමින් ගෙදර වේගයෙන් යන්නෙමිවා,නුබලා බත් කමින් ගෙදර වේගයෙන් යනවාලා
නුබලා බත් කමින් ගෙදර වේගයෙන් යන්නෙමු,නුබලා බත් කමින් ගෙදර වේගයෙන් යනවාලා
නුබලා බත් කමින් ගෙදර වේගයෙන් යන්නෙමුවා,නුබලා බත් කමින් ගෙදර වේගයෙන් යනවාලා
නුබලා බත් කමින් ගෙදර වේගයෙන් යන්නෙහි,නුබලා බත් කමින් ගෙදර වේගයෙන් යනවාලා
නුබලා බත් කමින් ගෙදර වේගයෙන් යන්නෙහිවා,නුබලා බත් කමින් ගෙදර වේගයෙන් යනවාලා
නුබලා බත් කමින් ගෙදර වේගයෙන් යන්නේය,නුබලා බත් කමින් ගෙදර වේගයෙන් යනවාලා
නුබලා බත් කමින් ගෙදර වේගයෙන් යන්නෝය,නුබලා බත් කමින් ගෙදර වේගයෙන් යනවාලා
නුබලා බත් කමින් ගෙදර වේගයෙන් යමි,නුබලා බත් කමින් ගෙදර වේගයෙන් යනවාලා
නුබලා බත් කමින් ගෙදර වේගයෙන් යමිවා,නුබලා බත් කමින් ගෙදර වේගයෙන් යනවාලා
නුබලා බත් කමින් ගෙදර වේගයෙන් යමු,නුබලා බත් කමින් ගෙදර වේගයෙන් යනවාලා
නුබලා බත් කමින් ගෙදර වේගයෙන් යමුවා,නුබලා බත් කමින් ගෙදර වේගයෙන් යනවාලා
නුබලා බත් කමින් ගෙදර වේගයෙන් යයි,නුබලා බත් කමින් ගෙදර වේගයෙන් යනවාලා
නුබලා බත් කමින් ගෙදර වේගයෙන් යව,නුබලා බත් කමින් ගෙදර වේගයෙන් යනවාලා
නුබලා බත් කමින් ගෙදර වේගයෙන් යවති,නුබලා බත් කමින් ගෙදර වේගයෙන් යනවාලා
නුබලා බත් කමින් ගෙදර වේගයෙන් යවන්නීය,නුබලා බත් කමින් ගෙදර වේගයෙන් යනවාලා
නුබලා බත් කමින් ගෙදර වේගයෙන් යවන්නෙමි,නුබලා බත් කමින් ගෙදර වේගයෙන් යනවාලා
නුබලා බත් කමින් ගෙදර වේගයෙන් යවන්නෙමු,නුබලා බත් කමින් ගෙදර වේගයෙන් යනවාලා
නුබලා බත් කමින් ගෙදර වේගයෙන් යවන්නෙහි,නුබලා බත් කමින් ගෙදර වේගයෙන් යනවාලා
නුබලා බත් කමින් ගෙදර වේගයෙන් යවන්නේය,නුබලා බත් කමින් ගෙදර වේගයෙන් යවන්නෙහු
නුබලා බත් කමින් ගෙදර වේගයෙන් යවන්නෝය,නුබලා බත් කමින් ගෙදර වේගයෙන් යවන්නෙහු
නුබලා බත් කමින් ගෙදර වේගයෙන් යවමි,නුබලා බත් කමින් ගෙදර වේගයෙන් යවන්නෙහු
නුබලා බත් කමින් ගෙදර වේගයෙන් යවමු,නුබලා බත් කමින් ගෙදර වේගයෙන් යවන්නෙහු
නුබලා බත් කමින් ගෙදර වේගයෙන් යවයි,නුබලා බත් කමින් ගෙදර වේගයෙන් යවන්නෙහු
නුබලා බත් කමින් ගෙදර වේගයෙන් යවහි,නුබලා බත් කමින් ගෙදර වේගයෙන් යවන්නෙහු
නුබලා බත් කමින් ගෙදර වේගයෙන් යහි,නුබලා බත් කමින් ගෙදර වේගයෙන් යවු
නුබලා බත් කමින් ගෙදර වේගයෙන් යහිවා,නුබලා බත් කමින් ගෙදර වේගයෙන් යවු
නුබලා බත් කමින් ගෙදර වේගයෙන් යනලදී,නුබලා බත් කමින් ගෙදර වේගයෙන් යහුවා
නුබලා බත් කමින් ගෙදර වේගයෙන් ගියෙමි,නුබලා බත් කමින් ගෙදර වේගයෙන් යහුවා
නුබලා බත් කමින් ගෙදර වේගයෙන් ගියෙමු,නුබලා බත් කමින් ගෙදර වේගයෙන් යහුවා
නුබලා බත් කමින් ගෙදර වේගයෙන් ගියෙහි,නුබලා බත් කමින් ගෙදර වේගයෙන් යහුවා
නුබලා බත් කමින් ගෙදර වේගයෙන් ගියාය,නුබලා බත් කමින් ගෙදර වේගයෙන් ගියෙහු
නුබලා බත් කමින් ගෙදර වේගයෙන් ගියේය,නුබලා බත් කමින් ගෙදර වේගයෙන් ගියෙහු
නුබලා බත් කමින් ගෙදර වේගයෙන් ගියෝය,නුබලා බත් කමින් ගෙදර වේගයෙන් ගියෙහු
නුබලා බත් කමින් ගෙදර වේගයෙන් යැවේ,නුබලා බත් කමින් ගෙදර වේගයෙන් ගියෙහු
නුබලා බත් කමින් ගෙදර වේගයෙන් යැවෙමි,නුබලා බත් කමින් ගෙදර වේගයෙන් ගියෙහු
නුබලා බත් කමින් ගෙදර වේගයෙන් යැවෙමු,නුබලා බත් කමින් ගෙදර වේගයෙන් ගියෙහු
නුබලා බත් කමින් ගෙදර වේගයෙන් යැවෙයි,නුබලා බත් කමින් ගෙදර වේගයෙන් යැවෙහු
නුබලා බත් කමින් ගෙදර වේගයෙන් යැවෙති,නුබලා බත් කමින් ගෙදර වේගයෙන් යැවෙහු
නුබලා බත් කමින් ගෙදර වේගයෙන් යැවවෙයි,නුබලා බත් කමින් ගෙදර වේගයෙන් යැවෙහු
නුබලා බත් කමින් ගෙදර වේගයෙන් යැවවෙති,නුබලා බත් කමින් ගෙදර වේගයෙන් යැවෙහු
නුබලා බත් කමින් ගෙදර වේගයෙන් යැවවේ,නුබලා බත් කමින් ගෙදර වේගයෙන් යැවෙහු
ළමයා බත් කමින් ගෙදර වේගයෙන් යති,නුබලා බත් කමින් ගෙදර වේගයෙන් යැවෙහු
ළමයා බත් කමින් ගෙදර වේගයෙන් යනවා,ළමයා බත් කමින් ගෙදර වේගයෙන් යත්වා
ළමයා බත් කමින් ගෙදර වේගයෙන් යනවාලා,ළමයා බත් කමින් ගෙදර වේගයෙන් යත්වා
ළමයා බත් කමින් ගෙදර වේගයෙන් යනු,ළමයා බත් කමින් ගෙදර වේගයෙන් යත්වා
ළමයා බත් කමින් ගෙදර වේගයෙන් යන්න,ළමයා බත් කමින් ගෙදර වේගයෙන් යත්වා
ළමයා බත් කමින් ගෙදර වේගයෙන් යන්නෙමි,ළමයා බත් කමින් ගෙදර වේගයෙන් යන්නීය
ළමයා බත් කමින් ගෙදර වේගයෙන් යන්නෙමිවා,ළමයා බත් කමින් ගෙදර වේගයෙන් යන්නීය
ළමයා බත් කමින් ගෙදර වේගයෙන් යන්නෙමු,ළමයා බත් කමින් ගෙදර වේගයෙන් යන්නීය
ළමයා බත් කමින් ගෙදර වේගයෙන් යන්නෙමුවා,ළමයා බත් කමින් ගෙදර වේගයෙන් යන්නීය
ළමයා බත් කමින් ගෙදර වේගයෙන් යන්නෙහි,ළමයා බත් කමින් ගෙදර වේගයෙන් යන්නීය
ළමයා බත් කමින් ගෙදර වේගයෙන් යන්නෙහිවා,ළමයා බත් කමින් ගෙදර වේගයෙන් යන්නීය
ළමයා බත් කමින් ගෙදර වේගයෙන් යන්නෝය,ළමයා බත් කමින් ගෙදර වේගයෙන් යන්නේය
ළමයා බත් කමින් ගෙදර වේගයෙන් යමි,ළමයා බත් කමින් ගෙදර වේගයෙන් යන්නේය
ළමයා බත් කමින් ගෙදර වේගයෙන් යමිවා,ළමයා බත් කමින් ගෙදර වේගයෙන් යන්නේය
ළමයා බත් කමින් ගෙදර වේගයෙන් යමු,ළමයා බත් කමින් ගෙදර වේගයෙන් යන්නේය
ළමයා බත් කමින් ගෙදර වේගයෙන් යමුවා,ළමයා බත් කමින් ගෙදර වේගයෙන් යන්නේය
ළමයා බත් කමින් ගෙදර වේගයෙන් යව,ළමයා බත් කමින් ගෙදර වේගයෙන් යයි
ළමයා බත් කමින් ගෙදර වේගයෙන් යවති,ළමයා බත් කමින් ගෙදර වේගයෙන් යයි
ළමයා බත් කමින් ගෙදර වේගයෙන් යවන්නෙමි,ළමයා බත් කමින් ගෙදර වේගයෙන් යවන්නීය
ළමයා බත් කමින් ගෙදර වේගයෙන් යවන්නෙමු,ළමයා බත් කමින් ගෙදර වේගයෙන් යවන්නීය
ළමයා බත් කමින් ගෙදර වේගයෙන් යවන්නෙහි,ළමයා බත් කමින් ගෙදර වේගයෙන් යවන්නීය
ළමයා බත් කමින් ගෙදර වේගයෙන් යවන්නෙහු,ළමයා බත් කමින් ගෙදර වේගයෙන් යවන්නීය
ළමයා බත් කමින් ගෙදර වේගයෙන් යවන්නෝය,ළමයා බත් කමින් ගෙදර වේගයෙන් යවන්නේය
ළමයා බත් කමින් ගෙදර වේගයෙන් යවමි,ළමයා බත් කමින් ගෙදර වේගයෙන් යවන්නේය
ළමයා බත් කමින් ගෙදර වේගයෙන් යවමු,ළමයා බත් කමින් ගෙදර වේගයෙන් යවන්නේය
ළමයා බත් කමින් ගෙදර වේගයෙන් යවහි,ළමයා බත් කමින් ගෙදර වේගයෙන් යවයි
ළමයා බත් කමින් ගෙදර වේගයෙන් යවහු,ළමයා බත් කමින් ගෙදර වේගයෙන් යවයි
ළමයා බත් කමින් ගෙදර වේගයෙන් යවු,ළමයා බත් කමින් ගෙදර වේගයෙන් යවයි
ළමයා බත් කමින් ගෙදර වේගයෙන් යහි,ළමයා බත් කමින් ගෙදර වේගයෙන් යවයි
ළමයා බත් කමින් ගෙදර වේගයෙන් යහිවා,ළමයා බත් කමින් ගෙදර වේගයෙන් යවයි
ළමයා බත් කමින් ගෙදර වේගයෙන් යහු,ළමයා බත් කමින් ගෙදර වේගයෙන් යවයි
ළමයා බත් කමින් ගෙදර වේගයෙන් යහුවා,ළමයා බත් කමින් ගෙදර වේගයෙන් යවයි
ළමයා බත් කමින් ගෙදර වේගයෙන් යනලදී,ළමයා බත් කමින් ගෙදර වේගයෙන් යවයි
ළමයා බත් කමින් ගෙදර වේගයෙන් ගියෙමි,ළමයා බත් කමින් ගෙදර වේගයෙන් යවයි
ළමයා බත් කමින් ගෙදර වේගයෙන් ගියෙමු,ළමයා බත් කමින් ගෙදර වේගයෙන් යවයි
ළමයා බත් කමින් ගෙදර වේගයෙන් ගියෙහි,ළමයා බත් කමින් ගෙදර වේගයෙන් යවයි
ළමයා බත් කමින් ගෙදර වේගයෙන් ගියෙහු,ළමයා බත් කමින් ගෙදර වේගයෙන් යවයි
ළමයා බත් කමින් ගෙදර වේගයෙන් ගියෝය,ළමයා බත් කමින් ගෙදර වේගයෙන් ගියේය
ළමයා බත් කමින් ගෙදර වේගයෙන් යැවෙමි,ළමයා බත් කමින් ගෙදර වේගයෙන් යැවේ
ළමයා බත් කමින් ගෙදර වේගයෙන් යැවෙමු,ළමයා බත් කමින් ගෙදර වේගයෙන් යැවේ
ළමයා බත් කමින් ගෙදර වේගයෙන් යැවෙහි,ළමයා බත් කමින් ගෙදර වේගයෙන් යැවේ
ළමයා බත් කමින් ගෙදර වේගයෙන් යැවෙහු,ළමයා බත් කමින් ගෙදර වේගයෙන් යැවේ
ළමයා බත් කමින් ගෙදර වේගයෙන් යැවෙති,ළමයා බත් කමින් ගෙදර වේගයෙන් යැවෙයි
ළමයා බත් කමින් ගෙදර වේගයෙන් යැවවෙති,ළමයා බත් කමින් ගෙදර වේගයෙන් යැවවෙයි
ළමයි බත් කමින් ගෙදර වේගයෙන් යත්වා,ළමයි බත් කමින් ගෙදර වේගයෙන් යති
ළමයි බත් කමින් ගෙදර වේගයෙන් යනවා,ළමයි බත් කමින් ගෙදර වේගයෙන් යති
ළමයි බත් කමින් ගෙදර වේගයෙන් යනවාලා,ළමයි බත් කමින් ගෙදර වේගයෙන් යති
ළමයි බත් කමින් ගෙදර වේගයෙන් යනු,ළමයි බත් කමින් ගෙදර වේගයෙන් යති
ළමයි බත් කමින් ගෙදර වේගයෙන් යන්න,ළමයි බත් කමින් ගෙදර වේගයෙන් යති
ළමයි බත් කමින් ගෙදර වේගයෙන් යන්නීය,ළමයි බත් කමින් ගෙදර වේගයෙන් යති
ළමයි බත් කමින් ගෙදර වේගයෙන් යන්නෙමි,ළමයි බත් කමින් ගෙදර වේගයෙන් යති
ළමයි බත් කමින් ගෙදර වේගයෙන් යන්නෙමිවා,ළමයි බත් කමින් ගෙදර වේගයෙන් යති
ළමයි බත් කමින් ගෙදර වේගයෙන් යන්නෙමු,ළමයි බත් කමින් ගෙදර වේගයෙන් යති
ළමයි බත් කමින් ගෙදර වේගයෙන් යන්නෙමුවා,ළමයි බත් කමින් ගෙදර වේගයෙන් යති
ළමයි බත් කමින් ගෙදර වේගයෙන් යන්නෙහි,ළමයි බත් කමින් ගෙදර වේගයෙන් යති
ළමයි බත් කමින් ගෙදර වේගයෙන් යන්නෙහිවා,ළමයි බත් කමින් ගෙදර වේගයෙන් යති
ළමයි බත් කමින් ගෙදර වේගයෙන් යන්නේය,ළමයි බත් කමින් ගෙදර වේගයෙන් යති
ළමයි බත් කමින් ගෙදර වේගයෙන් යමි,ළමයි බත් කමින් ගෙදර වේගයෙන් යන්නෝය
ළමයි බත් කමින් ගෙදර වේගයෙන් යමිවා,ළමයි බත් කමින් ගෙදර වේගයෙන් යන්නෝය
ළමයි බත් කමින් ගෙදර වේගයෙන් යමු,ළමයි බත් කමින් ගෙදර වේගයෙන් යන්නෝය
ළමයි බත් කමින් ගෙදර වේගයෙන් යමුවා,ළමයි බත් කමින් ගෙදර වේගයෙන් යන්නෝය
ළමයි බත් කමින් ගෙදර වේගයෙන් යයි,ළමයි බත් කමින් ගෙදර වේගයෙන් යන්නෝය
ළමයි බත් කමින් ගෙදර වේගයෙන් යව,ළමයි බත් කමින් ගෙදර වේගයෙන් යන්නෝය
ළමයි බත් කමින් ගෙදර වේගයෙන් යවන්නීය,ළමයි බත් කමින් ගෙදර වේගයෙන් යවති
ළමයි බත් කමින් ගෙදර වේගයෙන් යවන්නෙමි,ළමයි බත් කමින් ගෙදර වේගයෙන් යවති
ළමයි බත් කමින් ගෙදර වේගයෙන් යවන්නෙමු,ළමයි බත් කමින් ගෙදර වේගයෙන් යවති
ළමයි බත් කමින් ගෙදර වේගයෙන් යවන්නෙහි,ළමයි බත් කමින් ගෙදර වේගයෙන් යවති
ළමයි බත් කමින් ගෙදර වේගයෙන් යවන්නෙහු,ළමයි බත් කමින් ගෙදර වේගයෙන් යවති
ළමයි බත් කමින් ගෙදර වේගයෙන් යවන්නේය,ළමයි බත් කමින් ගෙදර වේගයෙන් යවති
ළමයි බත් කමින් ගෙදර වේගයෙන් යවමි,ළමයි බත් කමින් ගෙදර වේගයෙන් යවන්නෝය
ළමයි බත් කමින් ගෙදර වේගයෙන් යවමු,ළමයි බත් කමින් ගෙදර වේගයෙන් යවන්නෝය
ළමයි බත් කමින් ගෙදර වේගයෙන් යවයි,ළමයි බත් කමින් ගෙදර වේගයෙන් යවන්නෝය
ළමයි බත් කමින් ගෙදර වේගයෙන් යවහි,ළමයි බත් කමින් ගෙදර වේගයෙන් යවන්නෝය
ළමයි බත් කමින් ගෙදර වේගයෙන් යවහු,ළමයි බත් කමින් ගෙදර වේගයෙන් යවන්නෝය
ළමයි බත් කමින් ගෙදර වේගයෙන් යවු,ළමයි බත් කමින් ගෙදර වේගයෙන් යවන්නෝය
ළමයි බත් කමින් ගෙදර වේගයෙන් යහි,ළමයි බත් කමින් ගෙදර වේගයෙන් යවන්නෝය
ළමයි බත් කමින් ගෙදර වේගයෙන් යහිවා,ළමයි බත් කමින් ගෙදර වේගයෙන් යවන්නෝය
ළමයි බත් කමින් ගෙදර වේගයෙන් යහු,ළමයි බත් කමින් ගෙදර වේගයෙන් යවන්නෝය
ළමයි බත් කමින් ගෙදර වේගයෙන් යහුවා,ළමයි බත් කමින් ගෙදර වේගයෙන් යවන්නෝය
ළමයි බත් කමින් ගෙදර වේගයෙන් යනලදී,ළමයි බත් කමින් ගෙදර වේගයෙන් යවන්නෝය
ළමයි බත් කමින් ගෙදර වේගයෙන් ගියෙමි,ළමයි බත් කමින් ගෙදර වේගයෙන් යවන්නෝය
ළමයි බත් කමින් ගෙදර වේගයෙන් ගියෙමු,ළමයි බත් කමින් ගෙදර වේගයෙන් යවන්නෝය
ළමයි බත් කමින් ගෙදර වේගයෙන් ගියෙහි,ළමයි බත් කමින් ගෙදර වේගයෙන් යවන්නෝය
ළමයි බත් කමින් ගෙදර වේගයෙන් ගියෙහු,ළමයි බත් කමින් ගෙදර වේගයෙන් යවන්නෝය
ළමයි බත් කමින් ගෙදර වේගයෙන් ගියාය,ළමයි බත් කමින් ගෙදර වේගයෙන් යවන්නෝය
ළමයි බත් කමින් ගෙදර වේගයෙන් ගියේය,ළමයි බත් කමින් ගෙදර වේගයෙන් යවන්නෝය
ළමයි බත් කමින් ගෙදර වේගයෙන් යැවේ,ළමයි බත් කමින් ගෙදර වේගයෙන් ගියෝය
ළමයි බත් කමින් ගෙදර වේගයෙන් යැවෙමි,ළමයි බත් කමින් ගෙදර වේගයෙන් ගියෝය
ළමයි බත් කමින් ගෙදර වේගයෙන් යැවෙමු,ළමයි බත් කමින් ගෙදර වේගයෙන් ගියෝය
ළමයි බත් කමින් ගෙදර වේගයෙන් යැවෙහි,ළමයි බත් කමින් ගෙදර වේගයෙන් ගියෝය
ළමයි බත් කමින් ගෙදර වේගයෙන් යැවෙහු,ළමයි බත් කමින් ගෙදර වේගයෙන් ගියෝය
ළමයි බත් කමින් ගෙදර වේගයෙන් යැවෙයි,ළමයි බත් කමින් ගෙදර වේගයෙන් ගියෝය
ළමයි බත් කමින් ගෙදර වේගයෙන් යැවවෙයි,ළමයි බත් කමින් ගෙදර වේගයෙන් යැවෙති
ළමයි බත් කමින් ගෙදර වේගයෙන් යැවවේ,ළමයි බත් කමින් ගෙදර වේගයෙන් යැවවෙති
වාහනය බත් කමින් ගෙදර වේගයෙන් යති,ළමයි බත් කමින් ගෙදර වේගයෙන් යැවවෙති
වාහනය බත් කමින් ගෙදර වේගයෙන් යනවා,වාහනය බත් කමින් ගෙදර වේගයෙන් යත්වා
වාහනය බත් කමින් ගෙදර වේගයෙන් යනවාලා,වාහනය බත් කමින් ගෙදර වේගයෙන් යත්වා
වාහනය බත් කමින් ගෙදර වේගයෙන් යනු,වාහනය බත් කමින් ගෙදර වේගයෙන් යත්වා
වාහනය බත් කමින් ගෙදර වේගයෙන් යන්න,වාහනය බත් කමින් ගෙදර වේගයෙන් යත්වා
වාහනය බත් කමින් ගෙදර වේගයෙන් යන්නෙමි,වාහනය බත් කමින් ගෙදර වේගයෙන් යන්නීය
වාහනය බත් කමින් ගෙදර වේගයෙන් යන්නෙමිවා,වාහනය බත් කමින් ගෙදර වේගයෙන් යන්නීය
වාහනය බත් කමින් ගෙදර වේගයෙන් යන්නෙමු,වාහනය බත් කමින් ගෙදර වේගයෙන් යන්නීය
වාහනය බත් කමින් ගෙදර වේගයෙන් යන්නෙමුවා,වාහනය බත් කමින් ගෙදර වේගයෙන් යන්නීය
වාහනය බත් කමින් ගෙදර වේගයෙන් යන්නෙහි,වාහනය බත් කමින් ගෙදර වේගයෙන් යන්නීය
වාහනය බත් කමින් ගෙදර වේගයෙන් යන්නෙහිවා,වාහනය බත් කමින් ගෙදර වේගයෙන් යන්නීය
